Data As Of,Start Date,End Date,Group,Year,Month,State,Sex,COVID-19 Deaths,Total Deaths
04/28/2021,07/01/2020,07/31/2020,By Month,2020.0,7.0,North Carolina,All Sexes,697.0,9059.0
04/28/2021,08/01/2020,08/31/2020,By Month,2020.0,8.0,North Carolina,All Sexes,904.0,9327.0
04/28/2021,09/01/2020,09/30/2020,By Month,2020.0,9.0,North Carolina,All Sexes,909.0,9160.0
04/28/2021,10/01/2020,10/31/2020,By Month,2020.0,10.0,North Carolina,All Sexes,831.0,8013.0
04/28/2021,11/01/2020,11/30/2020,By Month,2020.0,11.0,North Carolina,All Sexes,1185.0,8785.0
04/28/2021,12/01/2020,12/31/2020,By Month,2020.0,12.0,North Carolina,All Sexes,2332.0,6031.0
04/28/2021,01/01/2021,01/31/2021,By Month,2021.0,1.0,North Carolina,All Sexes,342.0,1731.0
04/28/2021,02/01/2021,02/28/2021,By Month,2021.0,2.0,North Carolina,All Sexes,67.0,944.0
04/28/2021,03/01/2021,03/31/2021,By Month,2021.0,3.0,North Carolina,All Sexes,28.0,798.0
04/28/2021,04/01/2020,04/30/2020,By Month,2020.0,4.0,North Dakota,All Sexes,26.0,657.0
04/28/2021,05/01/2020,05/31/2020,By Month,2020.0,5.0,North Dakota,All Sexes,53.0,650.0
04/28/2021,06/01/2020,06/30/2020,By Month,2020.0,6.0,North Dakota,All Sexes,20.0,598.0
04/28/2021,07/01/2020,07/31/2020,By Month,2020.0,7.0,North Dakota,All Sexes,30.0,589.0
04/28/2021,08/01/2020,08/31/2020,By Month,2020.0,8.0,North Dakota,All Sexes,42.0,634.0
04/28/2021,09/01/2020,09/30/2020,By Month,2020.0,9.0,North Dakota,All Sexes,117.0,704.0
04/28/2021,10/01/2020,10/31/2020,By Month,2020.0,10.0,North Dakota,All Sexes,314.0,997.0
04/28/2021,11/01/2020,11/30/2020,By Month,2020.0,11.0,North Dakota,All Sexes,557.0,1135.0
04/28/2021,12/01/2020,12/31/2020,By Month,2020.0,12.0,North Dakota,All Sexes,349.0,936.0
04/28/2021,01/01/2021,01/31/2021,By Month,2021.0,1.0,North Dakota,All Sexes,83.0,557.0
04/28/2021,02/01/2021,02/28/2021,By Month,2021.0,2.0,North Dakota,All Sexes,28.0,384.0
04/28/2021,03/01/2021,03/31/2021,By Month,2021.0,3.0,North Dakota,All Sexes,18.0,393.0
04/28/2021,04/01/2021,04/24/2021,By Month,2021.0,4.0,North Dakota,All Sexes,10.0,177.0
04/28/2021,03/01/2020,03/31/2020,By Month,2020.0,3.0,Ohio,All Sexes,97.0,11150.0
04/28/2021,04/01/2020,04/30/2020,By Month,2020.0,4.0,Ohio,All Sexes,1056.0,11526.0
04/28/2021,05/01/2020,05/31/2020,By Month,2020.0,5.0,Ohio,All Sexes,1149.0,11701.0
04/28/2021,06/01/2020,06/30/2020,By Month,2020.0,6.0,Ohio,All Sexes,557.0,10566.0
04/28/2021,07/01/2020,07/31/2020,By Month,2020.0,7.0,Ohio,All Sexes,674.0,11254.0
04/28/2021,08/01/2020,08/31/2020,By Month,2020.0,8.0,Ohio,All Sexes,779.0,11443.0
04/28/2021,09/01/2020,09/30/2020,By Month,2020.0,9.0,Ohio,All Sexes,637.0,10893.0
04/28/2021,10/01/2020,10/31/2020,By Month,2020.0,10.0,Ohio,All Sexes,987.0,11897.0
04/28/2021,11/01/2020,11/30/2020,By Month,2020.0,11.0,Ohio,All Sexes,3053.0,13927.0
04/28/2021,12/01/2020,12/31/2020,By Month,2020.0,12.0,Ohio,All Sexes,5992.0,17869.0
04/28/2021,01/01/2021,01/31/2021,By Month,2021.0,1.0,Ohio,All Sexes,4108.0,15144.0
04/28/2021,02/01/2021,02/28/2021,By Month,2021.0,2.0,Ohio,All Sexes,1592.0,11522.0
04/28/2021,03/01/2021,03/31/2021,By Month,2021.0,3.0,Ohio,All Sexes,702.0,10009.0
04/28/2021,04/01/2021,04/24/2021,By Month,2021.0,4.0,Ohio,All Sexes,193.0,3782.0
04/28/2021,03/01/2020,03/31/2020,By Month,2020.0,3.0,Oklahoma,All Sexes,39.0,3608.0
04/28/2021,04/01/2020,04/30/2020,By Month,2020.0,4.0,Oklahoma,All Sexes,208.0,3438.0
04/28/2021,05/01/2020,05/31/2020,By Month,2020.0,5.0,Oklahoma,All Sexes,114.0,3378.0
04/28/2021,06/01/2020,06/30/2020,By Month,2020.0,6.0,Oklahoma,All Sexes,71.0,3298.0
04/28/2021,07/01/2020,07/31/2020,By Month,2020.0,7.0,Oklahoma,All Sexes,229.0,3649.0
04/28/2021,08/01/2020,08/31/2020,By Month,2020.0,8.0,Oklahoma,All Sexes,349.0,3729.0
04/28/2021,09/01/2020,09/30/2020,By Month,2020.0,9.0,Oklahoma,All Sexes,353.0,3563.0
04/28/2021,10/01/2020,10/31/2020,By Month,2020.0,10.0,Oklahoma,All Sexes,605.0,4180.0
04/28/2021,11/01/2020,11/30/2020,By Month,2020.0,11.0,Oklahoma,All Sexes,1245.0,4781.0
04/28/2021,12/01/2020,12/31/2020,By Month,2020.0,12.0,Oklahoma,All Sexes,2010.0,5633.0
04/28/2021,01/01/2021,01/31/2021,By Month,2021.0,1.0,Oklahoma,All Sexes,1917.0,5471.0
04/28/2021,02/01/2021,02/28/2021,By Month,2021.0,2.0,Oklahoma,All Sexes,754.0,3833.0
04/28/2021,03/01/2021,03/31/2021,By Month,2021.0,3.0,Oklahoma,All Sexes,276.0,3330.0
04/28/2021,04/01/2021,04/24/2021,By Month,2021.0,4.0,Oklahoma,All Sexes,72.0,1270.0
04/28/2021,03/01/2020,03/31/2020,By Month,2020.0,3.0,Oregon,All Sexes,27.0,3394.0
04/28/2021,04/01/2020,04/30/2020,By Month,2020.0,4.0,Oregon,All Sexes,105.0,3271.0
04/28/2021,05/01/2020,05/31/2020,By Month,2020.0,5.0,Oregon,All Sexes,59.0,3212.0
04/28/2021,06/01/2020,06/30/2020,By Month,2020.0,6.0,Oregon,All Sexes,60.0,3078.0
04/28/2021,07/01/2020,07/31/2020,By Month,2020.0,7.0,Oregon,All Sexes,102.0,3233.0
04/28/2021,08/01/2020,08/31/2020,By Month,2020.0,8.0,Oregon,All Sexes,129.0,3369.0
04/28/2021,09/01/2020,09/30/2020,By Month,2020.0,9.0,Oregon,All Sexes,85.0,3218.0
04/28/2021,10/01/2020,10/31/2020,By Month,2020.0,10.0,Oregon,All Sexes,132.0,3328.0
04/28/2021,11/01/2020,11/30/2020,By Month,2020.0,11.0,Oregon,All Sexes,325.0,3653.0
04/28/2021,12/01/2020,12/31/2020,By Month,2020.0,12.0,Oregon,All Sexes,565.0,4096.0
04/28/2021,01/01/2021,01/31/2021,By Month,2021.0,1.0,Oregon,All Sexes,438.0,3830.0
04/28/2021,02/01/2021,02/28/2021,By Month,2021.0,2.0,Oregon,All Sexes,167.0,3203.0
04/28/2021,03/01/2021,03/31/2021,By Month,2021.0,3.0,Oregon,All Sexes,110.0,3303.0
04/28/2021,04/01/2021,04/24/2021,By Month,2021.0,4.0,Oregon,All Sexes,45.0,1207.0
04/28/2021,03/01/2020,03/31/2020,By Month,2020.0,3.0,Pennsylvania,All Sexes,104.0,12105.0
04/28/2021,04/01/2020,04/30/2020,By Month,2020.0,4.0,Pennsylvania,All Sexes,3498.0,15428.0
04/28/2021,05/01/2020,05/31/2020,By Month,2020.0,5.0,Pennsylvania,All Sexes,2709.0,13849.0
04/28/2021,06/01/2020,06/30/2020,By Month,2020.0,6.0,Pennsylvania,All Sexes,828.0,11208.0
04/28/2021,07/01/2020,07/31/2020,By Month,2020.0,7.0,Pennsylvania,All Sexes,498.0,11532.0
04/28/2021,08/01/2020,08/31/2020,By Month,2020.0,8.0,Pennsylvania,All Sexes,505.0,11500.0
04/28/2021,09/01/2020,09/30/2020,By Month,2020.0,9.0,Pennsylvania,All Sexes,417.0,11337.0
04/28/2021,10/01/2020,10/31/2020,By Month,2020.0,10.0,Pennsylvania,All Sexes,722.0,12074.0
04/28/2021,11/01/2020,11/30/2020,By Month,2020.0,11.0,Pennsylvania,All Sexes,2562.0,14197.0
04/28/2021,12/01/2020,12/31/2020,By Month,2020.0,12.0,Pennsylvania,All Sexes,6528.0,19256.0
04/28/2021,01/01/2021,01/31/2021,By Month,2021.0,1.0,Pennsylvania,All Sexes,4783.0,16989.0
04/28/2021,02/01/2021,02/28/2021,By Month,2021.0,2.0,Pennsylvania,All Sexes,1900.0,12443.0
04/28/2021,03/01/2021,03/31/2021,By Month,2021.0,3.0,Pennsylvania,All Sexes,972.0,11754.0
04/28/2021,04/01/2021,04/24/2021,By Month,2021.0,4.0,Pennsylvania,All Sexes,677.0,6404.0
04/28/2021,04/01/2020,04/30/2020,By Month,2020.0,4.0,Rhode Island,All Sexes,352.0,1190.0
04/28/2021,05/01/2020,05/31/2020,By Month,2020.0,5.0,Rhode Island,All Sexes,467.0,1341.0
04/28/2021,06/01/2020,06/30/2020,By Month,2020.0,6.0,Rhode Island,All Sexes,148.0,952.0
04/28/2021,07/01/2020,07/31/2020,By Month,2020.0,7.0,Rhode Island,All Sexes,40.0,809.0
04/28/2021,08/01/2020,08/31/2020,By Month,2020.0,8.0,Rhode Island,All Sexes,45.0,890.0
04/28/2021,09/01/2020,09/30/2020,By Month,2020.0,9.0,Rhode Island,All Sexes,45.0,881.0
04/28/2021,10/01/2020,10/31/2020,By Month,2020.0,10.0,Rhode Island,All Sexes,97.0,909.0
04/28/2021,11/01/2020,11/30/2020,By Month,2020.0,11.0,Rhode Island,All Sexes,200.0,1029.0
04/28/2021,12/01/2020,12/31/2020,By Month,2020.0,12.0,Rhode Island,All Sexes,510.0,1378.0
04/28/2021,01/01/2021,01/31/2021,By Month,2021.0,1.0,Rhode Island,All Sexes,416.0,1269.0
04/28/2021,02/01/2021,02/28/2021,By Month,2021.0,2.0,Rhode Island,All Sexes,186.0,965.0
04/28/2021,03/01/2021,03/31/2021,By Month,2021.0,3.0,Rhode Island,All Sexes,76.0,888.0
04/28/2021,03/01/2020,03/31/2020,By Month,2020.0,3.0,South Carolina,All Sexes,34.0,4779.0
04/28/2021,04/01/2020,04/30/2020,By Month,2020.0,4.0,South Carolina,All Sexes,236.0,4571.0
04/28/2021,05/01/2020,05/31/2020,By Month,2020.0,5.0,South Carolina,All Sexes,290.0,4692.0
04/28/2021,06/01/2020,06/30/2020,By Month,2020.0,6.0,South Carolina,All Sexes,292.0,4603.0
04/28/2021,07/01/2020,07/31/2020,By Month,2020.0,7.0,South Carolina,All Sexes,1030.0,5772.0
04/28/2021,08/01/2020,08/31/2020,By Month,2020.0,8.0,South Carolina,All Sexes,1006.0,5616.0
04/28/2021,09/01/2020,09/30/2020,By Month,2020.0,9.0,South Carolina,All Sexes,599.0,5024.0
04/28/2021,10/01/2020,10/31/2020,By Month,2020.0,10.0,South Carolina,All Sexes,493.0,5046.0
04/28/2021,11/01/2020,11/30/2020,By Month,2020.0,11.0,South Carolina,All Sexes,433.0,4150.0
04/28/2021,12/01/2020,12/31/2020,By Month,2020.0,12.0,South Carolina,All Sexes,1122.0,5862.0
04/28/2021,01/01/2021,01/31/2021,By Month,2021.0,1.0,South Carolina,All Sexes,1435.0,5226.0
04/28/2021,02/01/2021,02/28/2021,By Month,2021.0,2.0,South Carolina,All Sexes,1034.0,5263.0
04/28/2021,03/01/2021,03/31/2021,By Month,2021.0,3.0,South Carolina,All Sexes,441.0,4733.0
04/28/2021,04/01/2021,04/24/2021,By Month,2021.0,4.0,South Carolina,All Sexes,97.0,1913.0
04/28/2021,04/01/2020,04/30/2020,By Month,2020.0,4.0,South Dakota,All Sexes,21.0,697.0
04/28/2021,05/01/2020,05/31/2020,By Month,2020.0,5.0,South Dakota,All Sexes,44.0,718.0
04/28/2021,06/01/2020,06/30/2020,By Month,2020.0,6.0,South Dakota,All Sexes,40.0,671.0
04/28/2021,07/01/2020,07/31/2020,By Month,2020.0,7.0,South Dakota,All Sexes,50.0,740.0
04/28/2021,08/01/2020,08/31/2020,By Month,2020.0,8.0,South Dakota,All Sexes,49.0,785.0
04/28/2021,09/01/2020,09/30/2020,By Month,2020.0,9.0,South Dakota,All Sexes,116.0,803.0
04/28/2021,10/01/2020,10/31/2020,By Month,2020.0,10.0,South Dakota,All Sexes,265.0,1006.0
04/28/2021,11/01/2020,11/30/2020,By Month,2020.0,11.0,South Dakota,All Sexes,700.0,1457.0
04/28/2021,12/01/2020,12/31/2020,By Month,2020.0,12.0,South Dakota,All Sexes,427.0,1082.0
04/28/2021,01/01/2021,01/31/2021,By Month,2021.0,1.0,South Dakota,All Sexes,184.0,900.0
04/28/2021,02/01/2021,02/28/2021,By Month,2021.0,2.0,South Dakota,All Sexes,70.0,697.0
04/28/2021,03/01/2021,03/31/2021,By Month,2021.0,3.0,South Dakota,All Sexes,31.0,618.0
04/28/2021,03/01/2020,03/31/2020,By Month,2020.0,3.0,Tennessee,All Sexes,36.0,6935.0
04/28/2021,04/01/2020,04/30/2020,By Month,2020.0,4.0,Tennessee,All Sexes,184.0,6516.0
04/28/2021,05/01/2020,05/31/2020,By Month,2020.0,5.0,Tennessee,All Sexes,202.0,6709.0
04/28/2021,06/01/2020,06/30/2020,By Month,2020.0,6.0,Tennessee,All Sexes,213.0,6546.0
04/28/2021,07/01/2020,07/31/2020,By Month,2020.0,7.0,Tennessee,All Sexes,582.0,7371.0
04/28/2021,08/01/2020,08/31/2020,By Month,2020.0,8.0,Tennessee,All Sexes,740.0,7427.0
04/28/2021,09/01/2020,09/30/2020,By Month,2020.0,9.0,Tennessee,All Sexes,699.0,7244.0
04/28/2021,10/01/2020,10/31/2020,By Month,2020.0,10.0,Tennessee,All Sexes,961.0,7945.0
04/28/2021,11/01/2020,11/30/2020,By Month,2020.0,11.0,Tennessee,All Sexes,1584.0,8254.0
04/28/2021,12/01/2020,12/31/2020,By Month,2020.0,12.0,Tennessee,All Sexes,2665.0,9959.0
04/28/2021,01/01/2021,01/31/2021,By Month,2021.0,1.0,Tennessee,All Sexes,2775.0,10049.0
04/28/2021,02/01/2021,02/28/2021,By Month,2021.0,2.0,Tennessee,All Sexes,963.0,7155.0
04/28/2021,03/01/2021,03/31/2021,By Month,2021.0,3.0,Tennessee,All Sexes,527.0,6827.0
04/28/2021,04/01/2021,04/24/2021,By Month,2021.0,4.0,Tennessee,All Sexes,238.0,3324.0
04/28/2021,03/01/2020,03/31/2020,By Month,2020.0,3.0,Texas,All Sexes,98.0,18575.0
04/28/2021,04/01/2020,04/30/2020,By Month,2020.0,4.0,Texas,All Sexes,929.0,18573.0
04/28/2021,05/01/2020,05/31/2020,By Month,2020.0,5.0,Texas,All Sexes,964.0,18729.0
04/28/2021,06/01/2020,06/30/2020,By Month,2020.0,6.0,Texas,All Sexes,1432.0,19172.0
04/28/2021,07/01/2020,07/31/2020,By Month,2020.0,7.0,Texas,All Sexes,6961.0,26483.0
04/28/2021,08/01/2020,08/31/2020,By Month,2020.0,8.0,Texas,All Sexes,5136.0,23890.0
04/28/2021,09/01/2020,09/30/2020,By Month,2020.0,9.0,Texas,All Sexes,2336.0,19880.0
04/28/2021,10/01/2020,10/31/2020,By Month,2020.0,10.0,Texas,All Sexes,2862.0,21211.0
04/28/2021,11/01/2020,11/30/2020,By Month,2020.0,11.0,Texas,All Sexes,5205.0,23402.0
04/28/2021,12/01/2020,12/31/2020,By Month,2020.0,12.0,Texas,All Sexes,7513.0,26931.0
04/28/2021,01/01/2021,01/31/2021,By Month,2021.0,1.0,Texas,All Sexes,10601.0,30438.0
04/28/2021,02/01/2021,02/28/2021,By Month,2021.0,2.0,Texas,All Sexes,5689.0,23619.0
04/28/2021,03/01/2021,03/31/2021,By Month,2021.0,3.0,Texas,All Sexes,2478.0,19647.0
04/28/2021,04/01/2021,04/24/2021,By Month,2021.0,4.0,Texas,All Sexes,566.0,7427.0
04/28/2021,04/01/2020,04/30/2020,By Month,2020.0,4.0,Utah,All Sexes,44.0,1672.0
04/28/2021,05/01/2020,05/31/2020,By Month,2020.0,5.0,Utah,All Sexes,70.0,1715.0
04/28/2021,06/01/2020,06/30/2020,By Month,2020.0,6.0,Utah,All Sexes,68.0,1698.0
04/28/2021,07/01/2020,07/31/2020,By Month,2020.0,7.0,Utah,All Sexes,145.0,1916.0
04/28/2021,08/01/2020,08/31/2020,By Month,2020.0,8.0,Utah,All Sexes,95.0,1861.0
04/28/2021,09/01/2020,09/30/2020,By Month,2020.0,9.0,Utah,All Sexes,77.0,1717.0
04/28/2021,10/01/2020,10/31/2020,By Month,2020.0,10.0,Utah,All Sexes,184.0,1938.0
04/28/2021,11/01/2020,11/30/2020,By Month,2020.0,11.0,Utah,All Sexes,417.0,2121.0
04/28/2021,12/01/2020,12/31/2020,By Month,2020.0,12.0,Utah,All Sexes,523.0,2339.0
04/28/2021,01/01/2021,01/31/2021,By Month,2021.0,1.0,Utah,All Sexes,445.0,2197.0
04/28/2021,02/01/2021,02/28/2021,By Month,2021.0,2.0,Utah,All Sexes,167.0,1726.0
04/28/2021,03/01/2021,03/31/2021,By Month,2021.0,3.0,Utah,All Sexes,94.0,1759.0
04/28/2021,04/01/2021,04/24/2021,By Month,2021.0,4.0,Utah,All Sexes,24.0,826.0
04/28/2021,03/01/2020,03/31/2020,By Month,2020.0,3.0,Vermont,All Sexes,16.0,575.0
04/28/2021,04/01/2020,04/30/2020,By Month,2020.0,4.0,Vermont,All Sexes,38.0,532.0
04/28/2021,11/01/2020,11/30/2020,By Month,2020.0,11.0,Vermont,All Sexes,16.0,520.0
04/28/2021,12/01/2020,12/31/2020,By Month,2020.0,12.0,Vermont,All Sexes,68.0,592.0
04/28/2021,01/01/2021,01/31/2021,By Month,2021.0,1.0,Vermont,All Sexes,28.0,538.0
04/28/2021,02/01/2021,02/28/2021,By Month,2021.0,2.0,Vermont,All Sexes,26.0,563.0
04/28/2021,03/01/2021,03/31/2021,By Month,2021.0,3.0,Vermont,All Sexes,19.0,471.0
04/28/2021,03/01/2020,03/31/2020,By Month,2020.0,3.0,Virginia,All Sexes,62.0,6494.0
04/28/2021,04/01/2020,04/30/2020,By Month,2020.0,4.0,Virginia,All Sexes,751.0,6905.0
04/28/2021,05/01/2020,05/31/2020,By Month,2020.0,5.0,Virginia,All Sexes,852.0,6717.0
04/28/2021,06/01/2020,06/30/2020,By Month,2020.0,6.0,Virginia,All Sexes,394.0,5983.0
04/28/2021,07/01/2020,07/31/2020,By Month,2020.0,7.0,Virginia,All Sexes,370.0,6402.0
04/28/2021,08/01/2020,08/31/2020,By Month,2020.0,8.0,Virginia,All Sexes,472.0,6514.0
04/28/2021,09/01/2020,09/30/2020,By Month,2020.0,9.0,Virginia,All Sexes,476.0,6353.0
04/28/2021,10/01/2020,10/31/2020,By Month,2020.0,10.0,Virginia,All Sexes,483.0,6594.0
04/28/2021,11/01/2020,11/30/2020,By Month,2020.0,11.0,Virginia,All Sexes,740.0,6811.0
04/28/2021,12/01/2020,12/31/2020,By Month,2020.0,12.0,Virginia,All Sexes,1542.0,8158.0
04/28/2021,01/01/2021,01/31/2021,By Month,2021.0,1.0,Virginia,All Sexes,2285.0,9028.0
04/28/2021,02/01/2021,02/28/2021,By Month,2021.0,2.0,Virginia,All Sexes,1217.0,7146.0
04/28/2021,03/01/2021,03/31/2021,By Month,2021.0,3.0,Virginia,All Sexes,541.0,6168.0
04/28/2021,04/01/2021,04/24/2021,By Month,2021.0,4.0,Virginia,All Sexes,185.0,2652.0
04/28/2021,03/01/2020,03/31/2020,By Month,2020.0,3.0,Washington,All Sexes,283.0,5437.0
04/28/2021,04/01/2020,04/30/2020,By Month,2020.0,4.0,Washington,All Sexes,543.0,5372.0
04/28/2021,05/01/2020,05/31/2020,By Month,2020.0,5.0,Washington,All Sexes,273.0,4993.0
04/28/2021,06/01/2020,06/30/2020,By Month,2020.0,6.0,Washington,All Sexes,158.0,4704.0
04/28/2021,07/01/2020,07/31/2020,By Month,2020.0,7.0,Washington,All Sexes,292.0,5227.0
04/28/2021,08/01/2020,08/31/2020,By Month,2020.0,8.0,Washington,All Sexes,288.0,5241.0
04/28/2021,09/01/2020,09/30/2020,By Month,2020.0,9.0,Washington,All Sexes,175.0,5022.0
04/28/2021,10/01/2020,10/31/2020,By Month,2020.0,10.0,Washington,All Sexes,244.0,5196.0
04/28/2021,11/01/2020,11/30/2020,By Month,2020.0,11.0,Washington,All Sexes,473.0,5525.0
04/28/2021,12/01/2020,12/31/2020,By Month,2020.0,12.0,Washington,All Sexes,913.0,6079.0
04/28/2021,01/01/2021,01/31/2021,By Month,2021.0,1.0,Washington,All Sexes,761.0,6003.0
04/28/2021,02/01/2021,02/28/2021,By Month,2021.0,2.0,Washington,All Sexes,393.0,5040.0
04/28/2021,03/01/2021,03/31/2021,By Month,2021.0,3.0,Washington,All Sexes,178.0,5123.0
04/28/2021,04/01/2021,04/24/2021,By Month,2021.0,4.0,Washington,All Sexes,83.0,2266.0
04/28/2021,04/01/2020,04/30/2020,By Month,2020.0,4.0,West Virginia,All Sexes,49.0,2012.0
04/28/2021,05/01/2020,05/31/2020,By Month,2020.0,5.0,West Virginia,All Sexes,38.0,1975.0
04/28/2021,06/01/2020,06/30/2020,By Month,2020.0,6.0,West Virginia,All Sexes,13.0,1852.0
04/28/2021,07/01/2020,07/31/2020,By Month,2020.0,7.0,West Virginia,All Sexes,34.0,2029.0
04/28/2021,08/01/2020,08/31/2020,By Month,2020.0,8.0,West Virginia,All Sexes,109.0,2080.0
04/28/2021,09/01/2020,09/30/2020,By Month,2020.0,9.0,West Virginia,All Sexes,113.0,2026.0
04/28/2021,10/01/2020,10/31/2020,By Month,2020.0,10.0,West Virginia,All Sexes,134.0,2050.0
04/28/2021,11/01/2020,11/30/2020,By Month,2020.0,11.0,West Virginia,All Sexes,307.0,2325.0
04/28/2021,12/01/2020,12/31/2020,By Month,2020.0,12.0,West Virginia,All Sexes,752.0,2923.0
04/28/2021,01/01/2021,01/31/2021,By Month,2021.0,1.0,West Virginia,All Sexes,698.0,2655.0
04/28/2021,02/01/2021,02/28/2021,By Month,2021.0,2.0,West Virginia,All Sexes,270.0,767.0
04/28/2021,03/01/2021,03/31/2021,By Month,2021.0,3.0,West Virginia,All Sexes,93.0,97.0
04/28/2021,04/01/2021,04/24/2021,By Month,2021.0,4.0,West Virginia,All Sexes,38.0,38.0
04/28/2021,03/01/2020,03/31/2020,By Month,2020.0,3.0,Wisconsin,All Sexes,44.0,5003.0
04/28/2021,04/01/2020,04/30/2020,By Month,2020.0,4.0,Wisconsin,All Sexes,311.0,4881.0
04/28/2021,05/01/2020,05/31/2020,By Month,2020.0,5.0,Wisconsin,All Sexes,288.0,4793.0
04/28/2021,06/01/2020,06/30/2020,By Month,2020.0,6.0,Wisconsin,All Sexes,162.0,4487.0
04/28/2021,07/01/2020,07/31/2020,By Month,2020.0,7.0,Wisconsin,All Sexes,164.0,4721.0
04/28/2021,08/01/2020,08/31/2020,By Month,2020.0,8.0,Wisconsin,All Sexes,199.0,4840.0
04/28/2021,09/01/2020,09/30/2020,By Month,2020.0,9.0,Wisconsin,All Sexes,218.0,4693.0
04/28/2021,10/01/2020,10/31/2020,By Month,2020.0,10.0,Wisconsin,All Sexes,987.0,5733.0
04/28/2021,11/01/2020,11/30/2020,By Month,2020.0,11.0,Wisconsin,All Sexes,2118.0,7068.0
04/28/2021,12/01/2020,12/31/2020,By Month,2020.0,12.0,Wisconsin,All Sexes,1767.0,6652.0
04/28/2021,01/01/2021,01/31/2021,By Month,2021.0,1.0,Wisconsin,All Sexes,1037.0,5677.0
04/28/2021,02/01/2021,02/28/2021,By Month,2021.0,2.0,Wisconsin,All Sexes,406.0,4520.0
04/28/2021,03/01/2021,03/31/2021,By Month,2021.0,3.0,Wisconsin,All Sexes,180.0,4473.0
04/28/2021,04/01/2021,04/24/2021,By Month,2021.0,4.0,Wisconsin,All Sexes,79.0,2106.0
04/28/2021,09/01/2020,09/30/2020,By Month,2020.0,9.0,Wyoming,All Sexes,12.0,473.0
04/28/2021,10/01/2020,10/31/2020,By Month,2020.0,10.0,Wyoming,All Sexes,71.0,507.0
04/28/2021,11/01/2020,11/30/2020,By Month,2020.0,11.0,Wyoming,All Sexes,163.0,573.0
04/28/2021,12/01/2020,12/31/2020,By Month,2020.0,12.0,Wyoming,All Sexes,183.0,611.0
04/28/2021,01/01/2021,01/31/2021,By Month,2021.0,1.0,Wyoming,All Sexes,100.0,527.0
04/28/2021,02/01/2021,02/28/2021,By Month,2021.0,2.0,Wyoming,All Sexes,45.0,420.0
04/28/2021,03/01/2021,03/31/2021,By Month,2021.0,3.0,Wyoming,All Sexes,15.0,399.0
04/28/2021,03/01/2020,03/31/2020,By Month,2020.0,3.0,Puerto Rico,All Sexes,21.0,2750.0
04/28/2021,04/01/2020,04/30/2020,By Month,2020.0,4.0,Puerto Rico,All Sexes,79.0,2415.0
04/28/2021,05/01/2020,05/31/2020,By Month,2020.0,5.0,Puerto Rico,All Sexes,35.0,2478.0
04/28/2021,06/01/2020,06/30/2020,By Month,2020.0,6.0,Puerto Rico,All Sexes,15.0,2428.0
04/28/2021,07/01/2020,07/31/2020,By Month,2020.0,7.0,Puerto Rico,All Sexes,89.0,2652.0
04/28/2021,08/01/2020,08/31/2020,By Month,2020.0,8.0,Puerto Rico,All Sexes,196.0,2904.0
04/28/2021,09/01/2020,09/30/2020,By Month,2020.0,9.0,Puerto Rico,All Sexes,231.0,2615.0
04/28/2021,10/01/2020,10/31/2020,By Month,2020.0,10.0,Puerto Rico,All Sexes,172.0,2717.0
04/28/2021,11/01/2020,11/30/2020,By Month,2020.0,11.0,Puerto Rico,All Sexes,338.0,2821.0
04/28/2021,12/01/2020,12/31/2020,By Month,2020.0,12.0,Puerto Rico,All Sexes,437.0,3000.0
04/28/2021,01/01/2021,01/31/2021,By Month,2021.0,1.0,Puerto Rico,All Sexes,237.0,2125.0
04/28/2021,02/01/2021,02/28/2021,By Month,2021.0,2.0,Puerto Rico,All Sexes,124.0,1379.0
04/28/2021,03/01/2021,03/31/2021,By Month,2021.0,3.0,Puerto Rico,All Sexes,62.0,539.0
04/28/2021,04/01/2021,04/24/2021,By Month,2021.0,4.0,Puerto Rico,All Sexes,69.0,280.0
